Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Shazam Counts,spotify_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo_x,time_signature,track_genre,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,chroma_stft,tempo_y,beat_strength,harmonic_to_percussive_ratio,speech_to_music_ratio,tempogram,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,Spotify_Composite,YouTube_Composite,TikTok_Composite,Apple Music_Composite,SiriusXM_Composite,Deezer_Composite,Amazon_Composite,Pandora_Composite,Shazam_Composite,Spotify_Hit,YouTube_Hit,TikTok_Hit,Apple Music_Hit,SiriusXM_Hit,Deezer_Hit,Amazon_Hit,Pandora_Hit,Shazam_Hit
2021-01-08,USUG12004194,545,65.7,717226454,73851,11500647,404363419,2296639,55649,7599044,86145458,350781335,41.0,391795,273.0,3.0,5348,7.0,431750490,127122,2061209,3cBsEDNhFI9E82vPj3kvi3,Morgan Wallen,Dangerous: The Double Album,Wasted On You,83,178520,False,0.505,0.657,11,-5.24,0,0.0318,0.373,0.00107,0.126,0.252,196.0,3,country,2208.7887493608346,3011.548507411824,4403.408539226816,0.0414036592151649,0.41591865,98.68421053,1.0003637,-0.9300978180428636,0.23240378,0.1814245508897684,-141.70496,167.4117,-6.6390953,16.570156,-13.229062,23.86198,-10.89783,5.4563494,-6.7223573,1.7715374,0.12648652,-4.46718,-2.5900798,0.6671146449663574,0.8870343435208523,0.6636956938842167,0.7287724874179478,0.633328013726553,0.3615223498258306,0.396308748174585,0.8811333548747086,0.8431284229662248,False,False,False,False,True,False,False,True,False
2019-01-25,TCAEB1919657,1714,35.3,399778802,50441,13504790,271330319,1805049,104530,12630049,109246978,327733544,56.0,515961,174.0,5.0,1888,39.0,310282103,125616,4051237,23T0OX7QOiIUFShSzbJ5Uo,Gabby Barrett,Goldmine,I Hope,74,210772,False,0.466,0.536,6,-6.227,1,0.0429,0.0951,0.0,0.114,0.377,75.998,4,country,3481.308858488688,3750.399107969584,7537.553200464977,0.0738907146439553,0.44097784,148.02631579,1.0394597,0.1884299118354761,0.19435713,0.239822510878386,-126.89262,124.84219,-13.852565,44.727337,-19.945683,27.8714,-8.418024,14.131648,-1.6518332,6.8637185,0.2509233,3.5663013,-6.140248,0.6037783749652093,0.8789209356634361,0.6869984933309398,0.7607210784664497,0.5827416692067201,0.36634415809417925,0.703042220386655,0.8727649370722715,0.8823150444767482,False,False,False,False,False,False,False,True,False
2020-10-23,US6XF2000192,1217,42.9,472886929,66543,14596512,247466941,1347724,412458,53390196,454676514,523499656,71.0,272994,35.0,9.0,18449,22.0,336822010,60046,1332172,6IBcOGPsniK3Pso1wHIhew,Luke Combs,What You See Ain't Always What You Get (Deluxe Edition),Forever After All,79,232533,False,0.487,0.65,0,-5.195,1,0.0253,0.191,0.0,0.0933,0.456,151.964,4,country,2452.5607403362883,3166.493846070413,5102.7484562274985,0.0453276893898395,0.4749209,152.02702703,1.0065635,-0.6102265726812425,0.26710105,0.2086333740041094,-99.91072,158.26231,-18.465336,38.46115,-4.3564396,26.328382,-13.250955,9.783666,-3.2323587,3.559567,-3.2779071,2.1058674,0.2376564,0.6360481485057404,0.8876271632392542,0.7528625812724343,0.7550716762256331,0.40432765624234024,0.4744332979888657,0.597575725365044,0.8494956622050686,0.8178161502311379,False,False,False,False,False,False,False,False,False
2013-01-01,USCN11200248,2477,28.6,727417273,107826,25463894,563826762,2402463,51203,14475594,101847028,596719707,59.0,128432,126.0,19.0,25550,24.0,575560582,786536,3566957,3xdjjKMcMOFgo1eQrfbogM,Darius Rucker,True Believers,Wagon Wheel,78,298373,False,0.537,0.66,9,-7.174,1,0.0296,0.455,0.0,0.135,0.574,148.096,4,country,2308.528967161206,2776.586683040825,4598.206467350513,0.0523543990302995,0.3916585,74.01315789,0.92149377,-0.5196883291608497,0.19302012,0.2090984405974455,-133.64943,163.83127,-36.54236,42.181923,-8.263414,13.997773,-15.762018,3.7070253,-1.1704026,-0.020424359,-0.57320184,-7.886696,1.2641082,0.7104426033514868,0.905084734076389,0.672441505678126,0.7150529800865756,0.5465685670161561,0.5424860297013736,0.6134669444241397,0.9503990012114071,0.8749321703351708,False,False,False,False,False,False,False,True,False
2016-12-02,USRN11600859,3696,22.3,516523975,45773,14539681,407784529,2047661,82745,1643842,10506569,471650737,39.0,132684,56.0,3.0,4887,18.0,366815231,184212,1925032,7zVCrzzEJU7u24sbJPXA5W,Kane Brown;Lauren Alaina,Kane Brown,What Ifs (feat. Lauren Alaina),72,188253,False,0.612,0.799,10,-4.603,1,0.0275,0.00898,0.0,0.172,0.687,125.976,4,country,3249.782007776852,3518.6646009837564,6684.628157665506,0.0707023237292064,0.49155724,125.0,1.0436747,-0.674635419780461,0.21513358,0.2273649185878293,-90.52801,137.20992,-40.651955,49.891903,-9.18148,27.959776,-15.919502,14.123412,-4.372678,9.336185,-3.1197402,4.5200644,-3.2552414,0.6197467719055332,0.8939353512432953,0.6272542074641789,0.6867728954702433,0.45617658822683727,0.358961542425592,0.5611636117297351,0.8898936965801802,0.8391646928724041,False,False,False,False,False,False,False,True,False
2019-10-04,USRC11902743,423,74.9,1249760413,202465,56664631,699931779,6139127,1107358,252070540,2436202278,257447653,186.0,456661,1057.0,60.0,1734864,39.0,101759650,81211,12188959,5IgjP7X4th6nMNDh4akUHb,Chris Brown,Indigo (Extended),Under The Influence,96,184613,True,0.733,0.69,9,-5.529,0,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,4,dance,2623.7082496074445,3198.072467657053,5950.379099828129,0.0381453816510312,0.4992267,117.1875,1.1348904,-2.1268118967852585,0.27295202,0.1418353650637532,-156.14413,138.89655,2.6163075,33.80989,-4.0082974,30.243494,-2.4810686,8.089149,-2.6309116,5.8971133,-0.6736219,5.563723,2.4880266,0.8210701344997765,0.8948488960499865,0.814770094287391,0.842638130367561,0.7857618944623224,0.7569339600082119,0.703042220386655,0.8309808182977577,0.9461932570407487,True,False,True,True,True,False,False,False,True
2022-09-22,GBUM72205415,60,189.1,1556275789,210583,95974138,254051906,3364206,2379787,683088623,7945975878,1524133775,203.0,718849,117.0,63.0,1616564,167.0,111398743,71335,10192485,3nqQXoyQOWXiESFLlDF1hG,Sam Smith;Kim Petras,Unholy (feat. Kim Petras),Unholy (feat. Kim Petras),100,156943,False,0.714,0.472,2,-7.375,1,0.0864,0.013,4.51e-06,0.266,0.238,131.121,4,dance,2393.2613737125425,2811.151162398439,4972.951061320755,0.0449452716718134,0.5039698,130.81395349,1.1669232,-1.362632227985783,0.26228964,0.1958800143010108,-150.92982,138.01332,-39.55412,38.233337,-5.211661,14.663926,-4.4136186,7.1104355,3.4785995,-1.7523619,4.3505445,3.1363163,6.8656425,0.8603568583047344,0.9284457231924756,0.8586017296521561,0.8650699559143947,0.5382753003427991,0.7589999358297675,0.976546687976875,0.8287265699302282,0.9358197296446301,True,True,True,True,False,False,True,False,True
2015-01-01,GBUM71604557,1384,39.8,1162659862,180669,44962652,1613180283,10775520,1238811,118826179,1580838186,537164148,86.0,43960,15.0,58.0,333855,18.0,20537955,19010,13852674,48QmG1dfvMuYLxMPt7KSRA,Sean Paul;Dua Lipa,Mad Love The Prequel,No Lie,83,221176,False,0.742,0.882,7,-2.862,1,0.117,0.0466,0.0,0.206,0.463,102.04,4,dance,3065.7926138478992,3474.333268878633,6962.352649744603,0.0562552611645865,0.47971135,137.19512195,1.2186863,-0.8703182945606246,0.33512595,0.1980933897701395,-74.309395,142.53008,-34.728394,50.808548,-21.787334,36.413692,-11.335007,12.6798,0.4151618,-4.734314,5.6795897,3.9009771,2.0168262,0.7939453518156525,0.928976005302001,0.8021120952998559,0.7039498075110555,0.3128305777198241,0.7072812150551748,0.5611636117297351,0.7427506393991077,0.9536131500617316,False,True,True,False,False,False,False,False,True
2016-07-29,USQX91601347,173,114.6,2880536961,285381,129399627,4086121880,22091228,1103074,100536756,514053404,467800052,385.0,316965,467.0,284.0,838570,78.0,819509308,739296,16185008,7BKLCZ1jbUBVqRi2FVlTVw,The Chainsmokers;Halsey,Closer,Closer,84,244960,False,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,4,dance,3693.38620046202,3824.049237376421,8066.08461499287,0.0791249570304542,0.42978263,95.33898305,1.1301147,-0.0696123679750304,0.19203436,0.188419132295055,-127.12758,124.27205,-11.249017,43.687798,-23.567917,27.99309,-16.895218,10.32881,-7.7572894,2.7228312,-2.972101,-3.4011025,-0.8341033,0.9223230263620126,0.9415362882112108,0.7841857095141175,0.8822844096359856,0.6937303299532055,0.8670558098272977,0.8327478190257056,0.9567952441427463,0.9626370533729127,True,True,False,True,True,True,True,True,True
2016-08-05,QMZSY1600015,403,76.2,2147028486,205482,89333146,2457588032,18290642,4116973,49564235,528988791,1945612445,239.0,192774,208.0,163.0,1417821,97.0,418986672,113233,15320597,0lYBSQXN6rCTvUZvg9S0lU,DJ Snake;Justin Bieber,Encore,Let Me Love You,84,205946,False,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,4,dance,2557.136290567564,3341.849503916115,5946.540242350252,0.0449460493483427,0.49259079,133.92857143,1.0993998,65.53274756944887,0.15871623,0.2116883918343504,-169.97762,152.36981,-9.603172,39.98629,-16.965229,33.913563,-3.1031878,13.2116,5.9002285,5.7904124,7.5720997,2.1131296,8.855319,0.8714342116829065,0.9745248059211582,0.8037899830972891,0.8301228432486268,0.6027744024957561,0.8350979527760729,0.8738224592864677,0.8764527794123814,0.9594540544186215,True,True,True,True,False,True,True,True,True
2020-03-27,GBAHT2000942,184,111.3,2074721986,255296,109442317,1665434424,15432964,858364,324510578,2649555956,4124133645,388.0,476547,659.0,250.0,2098761,46.0,188728577,98317,7948325,5nujrmhLynf4yMoMtj8AQF,Dua Lipa;DaBaby,Future Nostalgia,Levitating (feat. DaBaby),85,203064,False,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,4,dance,2644.726074582485,2927.615424598031,5585.945801134992,0.0548460233790147,0.4401681,102.27272727,1.0657314,0.1981236268204709,0.27635962,0.1908175414331705,-106.195,136.1945,-33.153744,38.541077,-17.34911,17.401531,-10.608022,8.726149,0.12152206,2.8408644,4.7561827,4.424519,1.250299,0.8868641327004451,0.9900552136917737,0.8135730440687243,0.8973297258689653,0.732517997348135,0.8823457490194391,0.7337773848109568,0.8524034162240001,0.9213978321877385,True,True,True,True,True,True,False,False,False
2022-08-26,UKWLG2200055,43,209.6,1658229422,262248,239957538,466080689,4324989,728093,54258768,1051836430,1425853925,285.0,935190,2487.0,207.0,6479623,168.0,139926990,31235,10973120,4uUG5RXrOk84mYEfFvj3cK,David Guetta;Bebe Rexha,I'm Good (Blue),I'm Good (Blue),98,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4,dance,3232.528509505441,3589.9993816973174,7323.0439504839005,0.0642064729765201,0.4411437,127.84090909,1.0328629,-0.6189473789070381,0.2912584,0.2308743981582185,-60.038197,141.21858,-37.23576,46.852036,-19.107904,26.64188,-18.89124,17.654047,-4.9655957,1.6547601,2.4385607,3.8726864,1.9687852,0.9065074776054765,0.9346915252468619,0.7752943907360544,0.8989442497881341,0.8822425092862153,0.8984355557155658,0.9776777549280071,0.8059733504233343,0.9400993907766352,True,True,False,True,True,True,True,False,True
2019-01-18,USUM71900110,274,93.9,2262490403,179865,89518199,1903198886,22206277,3040090,282688098,2620954252,2185559044,220.0,176589,945.0,87.0,1044537,76.0,301142482,409686,7983512,6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,"thank u, next",7 rings,84,178626,True,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,4,dance,2711.9635073893623,3282.7842674381354,6147.477117851417,0.0486227679234218,0.42613742,70.3125,1.1238467,-0.287157038072727,0.17125072,0.1815849120415655,-211.89261,117.84768,5.2820325,36.616943,-7.586318,20.484892,-14.687563,13.05969,-4.4592576,-8.180414,8.44812,-4.706031,-7.351964,0.8691938565198183,0.9779361643337076,0.8391675635548581,0.8210203717979846,0.7731370269086332,0.7736059526595181,0.827860776340045,0.9124799881651097,0.9216539926449859,True,True,True,True,True,True,True,True,False
2017-04-20,USAT21700928,768,55.3,1800254516,162682,40159047,1875529996,14529538,391214,96491219,759021013,1775438219,0.0,22199,160.0,135.0,792329,40.0,352441778,196853,0,5cF0dROlMOK5uNZtivgu50,Charlie Puth,Voicenotes,Attention,83,208786,False,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,4,dance,3077.651383548374,3705.115322038983,7204.036607421672,0.0558136167394217,0.44328633,100.44642857,1.1919227,-0.520426122366571,0.24940303,0.1880018088867888,-145.89745,127.32428,-3.4590151,47.853004,-18.08961,31.532555,-12.848341,13.516378,-0.6694129,-3.9413342,5.2720356,-5.869779,2.64708,0.8183207305264726,0.9669630926523552,0.7656124452155363,0.35545704141284984,0.5733337405491512,0.8026826555285107,0.7077482427434771,0.8912006433713648,0.0,True,True,False,False,False,True,False,True,False
2020-10-23,USUM72019412,368,80.0,1432830108,139215,53934095,778340255,10401273,1268910,254276140,1984520688,1958337600,283.0,599336,639.0,43.0,242610,50.0,90015866,39920,3299253,35mvY5S1H3J2QZyna3TFe0,Ariana Grande,Positions,positions,85,172324,True,0.737,0.802,0,-4.771,1,0.0878,0.468,0.0,0.0931,0.682,144.015,4,dance,4125.350783466861,4286.82600603324,9208.554000835602,0.0796291033033393,0.421443,144.23076923,1.257196,-2.421381536519789,0.28085545,0.1782642992430715,-105.09199,103.58485,-7.6301255,53.56311,-15.774837,34.304386,-18.656927,20.363224,-11.02862,1.0114261,5.967273,3.167097,-9.6813545,0.8052174035741191,0.9583089141197244,0.8154509064085748,0.8826319384118415,0.7290460378465682,0.6733249562154475,0.7493439287968386,0.803734915670658,0.8704078545779675,False,True,True,True,True,False,True,False,False
2021-06-25,USRC12101532,211,105.2,1606950381,217443,95985096,641326002,7454749,2148350,795146493,5944657895,3148985028,217.0,414829,1849.0,84.0,3363038,42.0,64368314,44396,5907933,6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,Planet Her,Woman,88,172626,True,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,4,dance,2653.439202487221,3259.943053782954,5779.203800332472,0.0442544190024319,0.470779,108.17307692,1.4958049,0.2220453095952102,0.2713046,0.1232023590176608,-135.59818,136.38446,-12.286229,42.52251,-12.476711,21.569164,-7.157229,12.508604,1.5684375,-0.59686905,5.185911,-1.1379179,1.1209716,0.8571633315127792,0.9658584921740144,0.8549974142898432,0.8503616785246019,0.8488117745972545,0.8038865860201547,0.7168253973999534,0.7992886204790023,0.9041937470365292,True,True,True,True,True,True,False,False,False
2015-01-01,GBARL1800368,1024,47.5,2178606166,291456,162511602,1256080361,8723122,1932873,174361744,1597020461,706333060,458.0,160995,376.0,548.0,3408335,103.0,141238520,81291,15829169,7ef4DlsgrMEH11cDZd32M6,Calvin Harris;Dua Lipa,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),89,214846,False,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,4,dance,3067.2608728701944,3572.679491722868,6495.113504952486,0.0564456218339911,0.5047396,125.0,1.2778624,1.679357855028086,0.31547642,0.1499487392358493,-100.591705,139.6402,-9.833812,36.710056,-8.109293,26.024574,-10.399214,15.890505,-2.8252146,2.79489,0.26116613,7.590592,-3.3888636,0.9132592415051226,0.9319357243923885,0.8170434344355004,0.8707994155392497,0.6693339240252862,0.9625160501707862,0.8851476256385885,0.8389143226106794,0.9613478420427107,True,True,True,True,True,True,True,False,True
2015-01-01,GBAHS1800025,1399,39.6,1436709386,148480,33658538,1135381625,14015049,4146562,86991331,930637366,2019493544,121.0,20897,218.0,65.0,674117,26.0,211818278,230433,11299124,08bNPGLD8AhKpnnERrAc6G,Marshmello;Anne-Marie,FRIENDS,FRIENDS,79,202620,True,0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079,4,dance,3585.9928618602858,3535.9108794725944,7539.018712050443,0.0804470790194094,0.41859716,95.33898305,1.1448809,0.6866175057357841,0.28243747,0.1951851183877247,-85.5865,121.19804,-44.475075,45.850487,-26.409193,28.767061,-21.304998,14.114053,-3.1023843,-6.130797,1.0133973,-3.1893687,-4.04622,0.7878827676224106,0.9658995860235791,0.8180725926822721,0.7020841184938281,0.6080477818759119,0.7367583736118551,0.6281345045644613,0.8843189119165289,0.941797184736346,False,True,True,False,False,False,False,True,True
2015-11-05,USAT21502909,474,70.6,1859886400,161156,90365431,3951663770,23086917,75102,49222866,265917250,2123773688,2.0,82648,52.0,110.0,964719,32.0,174287836,153399,0,06KyNuuMOX1ROXRhj787tj,Charlie Puth;Selena Gomez,Nine Track Mind,We Don't Talk Anymore (feat. Selena Gomez),82,217706,False,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,4,dance,2759.558954255341,3770.5261255567766,6617.432860730034,0.0392147021221215,0.42799473,100.44642857,1.269458,-0.7636645823741843,0.2244471,0.1849562778015864,-158.97237,133.74576,7.323396,49.888805,-12.294324,33.102993,-15.306452,15.7980385,-1.3316599,0.56486374,2.986157,-1.8235489,-1.1032887,0.8480581916388363,0.9837232722871435,0.7083678448304137,0.4819052663139044,0.44796716623355076,0.7910446963883403,0.6663791729140623,0.8657010277072686,0.0,True,True,False,False,False,True,False,False,False
2020-03-27,GBAHT1901299,841,52.9,946842175,145601,34376048,39855160,660222,1493355,552112407,4779580212,52496892,269.0,704419,0.0,73.0,1232589,107.0,85497325,33210,3946971,39LLxExYz6ewLAcYrzQQyP,Dua Lipa,Future Nostalgia,Levitating,84,203807,False,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014,4,dance,2644.726074582485,2927.615424598031,5585.945801134992,0.0548460233790147,0.4401681,102.27272727,1.0657314,0.1981236268204709,0.27635962,0.1908175414331705,-106.195,136.1945,-33.153744,38.541077,-17.34911,17.401531,-10.608022,8.726149,0.12152206,2.8408644,4.7561827,4.424519,1.250299,0.7593726874965051,0.8000303189992745,0.8396474312087604,0.8846997553385663,0.0,0.7636106503441503,0.8923403366808513,0.7961994774111936,0.8808029825953366,False,False,True,True,False,False,True,False,False
2017-10-25,USUM71712103,1200,43.3,1358424406,123735,33188573,930929767,8736302,961584,29990673,253791542,360395375,116.0,104652,14.0,53.0,382928,33.0,172588260,120004,7290982,0tBbt8CrmxbjRP0pueQkyU,Selena Gomez;Marshmello,Wolves,Wolves,80,197993,False,0.724,0.804,11,-4.614,0,0.0448,0.124,0.0,0.204,0.306,124.987,4,dance,3018.262800148714,3311.6729209901,6434.401917900404,0.0660285056359354,0.41899538,125.0,1.0746095,0.6241404747865298,0.21003784,0.2028973336248631,-130.13702,138.59465,-24.024385,41.088833,-12.55063,24.554363,-13.361034,13.78539,-4.9679866,0.51988894,8.117983,-4.673025,3.5198882,0.7751994045715268,0.910793842384495,0.7567821138450214,0.7562651099697196,0.30554871052809013,0.7036656912837573,0.67206867666688,0.857067063546587,0.9163918259527314,False,False,False,False,False,False,False,False,False
2011-01-01,USAT21101071,2916,25.8,1318596835,240081,51289471,1141964928,11343690,409892,126261133,1056131649,1178523905,43.0,67874,42.0,26.0,104829,7.0,0,0,14060987,0qOnSQQF0yzuPWsXrQ9paz,Gym Class Heroes;Adam Levine,The Papercut Chronicles II,Stereo Hearts (feat. Adam Levine),82,210960,False,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,4,dance,3094.849730353849,3193.383066172596,6449.523109106771,0.0729085195063907,0.40009695,90.66611842,1.1385778,0.1953726154470088,0.26810887,0.1909915080522814,-79.87593,131.03061,-44.081467,44.654114,-21.8009,26.641926,-19.635994,10.761967,-8.052951,8.177994,-0.49485794,3.448831,-1.0530349,0.8209130601325578,0.9484810605622223,0.7740884689059901,0.669884488600656,0.4243753845185442,0.6080547681136901,0.396308748174585,0.0,0.9544787209803177,True,True,False,False,False,False,False,False,True
2015-12-17,USRC11502935,580,63.2,1779046979,161840,45579916,2306432379,13236478,836539,56823958,925857941,1534392666,196.0,10434,236.0,87.0,283297,90.0,607967991,285233,28940990,27SdWb2rFzO6GWiYDBTD9j,Sia,This Is Acting,Cheap Thrills,78,211666,False,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,4,dance,2976.973517861225,3337.420827635566,6473.316097460174,0.0579036448549118,0.46282756,181.4516129,1.1779373,-0.9614713621646378,0.2121171,0.1799051768043241,-146.30017,128.10603,-27.191067,33.485844,-8.284013,21.838737,-18.780355,20.336657,-4.46021,-9.770589,4.408514,-2.504898,-12.120679,0.8181322866574475,0.9635311308349167,0.7774415840578102,0.7122062566551781,0.6169600270090512,0.7365311368189137,0.8596986490781398,0.9170239335766966,0.9963402329658346,True,True,False,False,True,False,True,True,True
2016-01-21,USRC11502934,548,65.5,1285237951,166761,75244498,1383536938,11277243,7657876,920079246,14808888629,2811155497,124.0,654509,549.0,86.0,1468966,52.0,92645908,86880,15422384,2J2Z1SkXYghSajLibnQHOa,Sia,This Is Acting,Unstoppable,81,217746,False,0.468,0.779,9,-4.839,1,0.0779,0.112,0.000373,0.101,0.26,173.799,4,dance,2621.6196721796773,3028.809389491819,5459.036916533372,0.0539336710002544,0.442102,86.53846154,1.0368962,-0.5725450670594565,0.22251959,0.2189181764151676,-121.35114,151.32234,-35.685936,42.674103,-12.7486515,21.865334,-14.558223,15.001306,2.2636096,-6.4365344,12.710732,-4.883586,5.6766973,0.81444172747327,0.9741148550533856,0.8953450449887046,0.8261794780239512,0.711946696063841,0.7823250085010793,0.7566749949971806,0.8310278584951676,0.959838064784783,True,True,True,True,True,True,True,False,True
2011-11-20,CH3131340464,1680,35.6,1780761618,306987,80839124,1147006109,12229051,3069701,317503477,3389115337,248385509,89.0,22140,0.0,111.0,435291,28.0,66876028,81455,12603697,0ct6r3EGTcMLPtrXHDvVjc,Avicii,The Days / Nights,The Nights,86,176658,False,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,4,dance,3248.852043121603,3581.483968296385,6912.319591149153,0.0688571711095428,0.42595676,125.0,1.0695779,-0.7525948191757319,0.25044593,0.2410504858000322,-69.89292,138.89134,-34.4629,36.31632,-23.339218,21.587793,-11.891823,11.9969635,-6.3682013,7.1378727,-4.594371,4.7935834,1.9416991,0.87400941535766,0.906258315194148,0.8439410496169283,0.6820503946028262,0.0,0.7691934630810765,0.6417534556116444,0.8209682217478763,0.9481336348808492,True,False,True,False,False,True,False,False,True
2015-02-01,GBUM71406823,2193,30.6,1532983094,116546,49188494,48109240,469999,452925,63198736,732908886,0,216.0,206669,0.0,107.0,702636,78.0,631056114,443298,19968269,3zHq9ouUJQFQRf3cm1rRLu,Ellie Goulding,Delirium (Deluxe),"Love Me Like You Do - From ""Fifty Shades Of Grey""",79,252534,False,0.262,0.606,8,-6.646,1,0.0484,0.247,0.0,0.125,0.275,189.857,4,dance,2453.8155892803275,2920.1563747410214,5174.478399478136,0.0490710018188944,0.39382166,95.33898305,0.9491336,-0.2063818541560375,0.17046918,0.2605403356314471,-161.61165,151.17036,-21.906347,37.57904,-13.10146,18.724955,-11.713977,9.073333,-1.7130421,-3.1264763,3.498045,-1.9071856,-2.277124,0.7946372463787964,0.3047670219265825,0.7627486282878131,0.8252809947186195,0.0,0.779713379732318,0.8327478190257056,0.9330042028027008,0.9748187139647154,False,False,False,True,False,True,True,True,True
2016-09-23,USUM71702833,589,62.6,2043626431,185796,81455782,1683710842,12626585,2310405,82394327,544400947,1720678088,190.0,314017,546.0,293.0,2290114,55.0,284424039,97441,14902121,7JJmb5XwzOO8jgpou264Ml,Shawn Mendes,Illuminate (Deluxe),There's Nothing Holdin' Me Back,86,199440,False,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,4,dance,2616.657927012164,3102.886720212761,5546.46163375995,0.0499940200090395,0.42717427,122.2826087,1.2430679,-0.5281838271046535,0.1388883,0.1753076204221327,-186.68527,139.94446,-23.768024,40.508274,-9.57451,29.359474,-10.889396,6.0389643,-1.9837064,1.2059442,1.9567398,-10.375868,3.1602457,0.8609950337948024,0.9635072543066965,0.7983165755363322,0.830873517248202,0.7113295763078409,0.8982391419263758,0.7671685197887215,0.8619807667381115,0.9578480016260594,True,True,False,True,True,True,True,False,True
2022-08-05,USUM72210832,3449,23.3,259730016,21452,21180923,102357127,3788945,168727,98491449,597069529,3913529220,37.0,86708,51.0,17.0,489652,25.0,9835348,1046,858779,0xzI1KAr0Yd9tv8jlIk3sn,benny blanco;BTS;Snoop Dogg,Bad Decisions (with BTS & Snoop Dogg),Bad Decisions (with BTS & Snoop Dogg),87,172714,False,0.762,0.861,0,-3.296,1,0.0955,0.0185,0.0,0.264,0.955,120.048,4,dance,3541.468295715273,3588.9404650720635,7318.050688738521,0.0755172146870468,0.48472005,119.68085106,1.2056788,-0.3225056941290725,0.08140745,0.204953367762036,-218.84473,123.64761,-20.80012,39.69992,-12.38992,24.27677,-8.169729,7.5832186,-4.446329,7.471274,-2.2542632,4.976106,0.11563729,0.5552691512304891,0.9484034817074999,0.7447440783188096,0.6679389796583922,0.44581796257077727,0.6174537773251793,0.6209417935221986,0.6258453181271055,0.7923547115329682,False,True,False,False,False,False,False,False,False
2020-05-08,USUM72009644,1321,40.9,1120501187,116269,56772519,433277837,6197761,273464,84906720,561421880,506930449,154.0,124491,0.0,65.0,657287,33.0,70398511,27283,4103756,4HBZA5flZLE435QTztThqH,Ariana Grande;Justin Bieber,Stuck with U,Stuck with U (with Justin Bieber),83,228482,False,0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765,3,dance,2774.8624952041173,3353.848481073465,6193.898681549833,0.0493394675065079,0.44276917,89.28571429,1.0939597,-0.8979366093774667,0.20064886,0.1778244828553265,-155.38647,133.63986,-11.694955,34.51023,-10.32024,27.079947,-9.649031,11.977935,2.804244,-1.1258427,4.0373993,1.7163701,-5.0776763,0.7784352925065273,0.9097304857869065,0.7525669837031854,0.782849639459165,0.0,0.7360399979667998,0.67206867666688,0.7847931255261468,0.8830619983867167,False,False,False,True,False,False,False,False,False
2021-06-11,USRC12101120,344,82.5,1178076856,164743,42269625,507790705,6169368,734932,365523934,2422643413,2099921417,195.0,439065,1451.0,38.0,870717,28.0,90615307,51300,5746726,3Vi5XqYrmQgOYBajMWSvCi,Doja Cat,Planet Her,Need to Know,84,210560,True,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,4,dance,3423.5916513959182,3716.899362838581,7765.813310450038,0.0547111629560767,0.44976756,130.81395349,1.2085044,-1.1242944670545625,0.28024673,0.2360520627866911,-125.97755,115.385124,-16.017206,36.927917,-19.908817,19.884645,-17.830294,16.207405,-5.760241,3.2067852,1.8275905,0.1047459,1.2163827,0.789089449333481,0.9504018682838594,0.8107277944026984,0.8446551572985032,0.821479468471392,0.6994003147508308,0.6417534556116444,0.8124737020868958,0.9025893679169721,False,True,True,True,True,False,False,False,False
