Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Shazam Counts,spotify_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo_x,time_signature,track_genre,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,chroma_stft,tempo_y,beat_strength,harmonic_to_percussive_ratio,speech_to_music_ratio,tempogram,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,Spotify_Composite,YouTube_Composite,TikTok_Composite,Apple Music_Composite,SiriusXM_Composite,Deezer_Composite,Amazon_Composite,Pandora_Composite,Shazam_Composite,Spotify_Hit,YouTube_Hit,TikTok_Hit,Apple Music_Hit,SiriusXM_Hit,Deezer_Hit,Amazon_Hit,Pandora_Hit,Shazam_Hit
2017-02-03,USUM71615568,1725,35.1,847578246,122390,28205829,817730890,8045419,735926,173724076,1343189392,254053114,20.0,452,0.0,6.0,25805,0.0,133204015,120281,2901322,5vjLSffimiIP26QG5WcN2K,Chord Overstreet,Hold On,Hold On,82,198853,False,0.618,0.443,2,-9.681,1,0.0526,0.469,0.0,0.0829,0.167,119.949,4,acoustic,1922.763804993733,2595.803702133972,3927.771624682136,0.035938338117848,0.49520382,119.68085106,0.83180785,0.500226712856026,0.19239932,0.2111906063321576,-207.1512,150.05368,19.931984,36.2198,-1.7779186,17.912802,-6.1726756,6.934527,4.532902,1.2412392,-3.8593137,-2.944099,2.055591,0.7344520051875785,0.8990275576235935,0.7939195412376934,0.4382566977551276,0.0,0.45370985063472585,0.0,0.850904193308066,0.8629542213686183,False,False,False,False,False,False,False,False,False
2013-11-04,USSM11306713,3714,22.2,1064534331,116991,57390894,113298251,1108651,79873,38617874,339277915,2455495,102.0,943,120.0,71.0,421702,22.0,653380699,354730,12937536,6Vc5wAMmXdKIAM7WUoEb7N,A Great Big World;Christina Aguilera,Is There Anybody Out There?,Say Something,74,229400,False,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,3,acoustic,1572.5640372224243,2191.8916450002253,2833.952894682463,0.0355434982650847,0.3763566,130.81395349,0.7034963,-0.1921073692565325,0.11990998,0.2307997169006814,-269.5139,169.9361,6.197433,27.559317,-3.2464786,9.33726,-4.6978345,1.4056704,0.9433057,-4.637436,-2.3667285,-0.12956569,-2.9008737,0.7687954374480084,0.7301034680899259,0.7093285024430348,0.5797846916952281,0.5411079959202659,0.730810821187422,0.597575725365044,0.9262181869843702,0.9496496899013657,False,False,False,False,False,False,False,True,True
2008-01-01,USEE10800667,2136,31.1,1878098512,241725,103480270,359866287,1614148,117533,21898820,175364993,1243907,230.0,1643,257.0,404.0,1238731,84.0,1463624043,938632,12571538,3S0OXQeoh0w6AY8WQVckRW,Jason Mraz,We Sing. We Dance. We Steal Things.,I'm Yours,75,242946,False,0.703,0.444,11,-9.331,1,0.0417,0.559,0.0,0.0973,0.712,150.96,4,acoustic,2415.444766118784,3123.7427448856693,5083.999481293995,0.04131380457276,0.41405523,152.02702703,1.1439974,-0.8939625727909747,0.18200092,0.1587140002095376,-177.8131,137.58408,-2.0441875,41.178772,-3.8050878,16.617666,-8.970787,4.8630238,0.7220714,-1.242852,-1.1173193,-0.42776018,0.55836755,0.8677452939006659,0.7254328307428414,0.7024436568048702,0.6581271186043886,0.6265392126397143,0.9079509072280946,0.8466992328207549,0.9789361342002578,0.9479854771711539,True,False,False,False,True,True,True,True,True
2021-12-06,PHUM72100441,4173,20.7,261275106,28281,15565070,212525130,1350970,384326,66481618,582712801,563870,13.0,1660,0.0,0.0,0,0.0,53001,244,237547,08MFgEQeVLF37EyZ7jcwLc,Zack Tabudlo,Pano,Pano,75,254400,False,0.375,0.457,3,-7.018,1,0.0315,0.868,0.0145,0.191,0.415,174.839,3,acoustic,1455.1881068675505,2309.8450237128795,2591.617334768443,0.0255962629571988,0.3633591,58.59375,0.9312411,-3.584076222494293,0.2548066,0.1680883236708008,-191.53165,165.00453,12.352328,24.4223,-6.395463,12.412212,-9.230273,1.2088553,1.8912777,-5.3783083,-7.8841386,4.398078,-1.1381819,0.5497267367019938,0.6969570038540256,0.7571568150444212,0.4549674923518644,0.0,0.0,0.0,0.45029753835392755,0.7178272147732673,False,False,False,False,False,False,False,False,False
2015-10-30,USSM11506747,2627,27.5,1435372572,239555,84147867,450121249,5511534,252108,196480803,1122697302,8013039,47.0,81,0.0,24.0,84882,3.0,32313966,41491,3422693,5E30LdtzQTGqRvNd7l6kG5,The Neighbourhood,Wiped Out!,Daddy Issues,87,260173,False,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,4,alt-rock,1255.9310728859164,2004.69123370974,2433.896401656701,0.0183416067851062,0.59999317,85.22727273,1.0504265,-1.1940393583557545,0.27853018,0.207816810481182,-189.9023,172.09836,4.459617,29.284239,7.943571,9.859941,0.7655575,6.025431,7.282867,8.27139,11.101128,3.214744,7.6114697,0.8479039388819182,0.7936777768583766,0.7701115841176331,0.4375677589113548,0.0,0.5955288915288691,0.26420583211639004,0.780368261596818,0.8725379773823745,True,False,False,False,False,False,False,False,False
2017-10-17,USSM11707035,2415,29.0,641453269,197169,31052903,409991163,5836318,345093,300840293,2500579993,5575104,55.0,3168,15.0,27.0,137399,0.0,3927900,13924,5504564,2Y0iGXY6m6immVb2ktbseM,MGMT,Little Dark Age,Little Dark Age,83,299960,False,0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,4,alt-rock,2262.694667800808,2882.4570801018845,4615.381091873356,0.0429859965198813,0.51652217,96.98275862,1.1652056,-0.7924646505039,0.23795448,0.1613530910579524,-131.81023,158.44919,-19.996485,41.633358,-1.5297576,14.20584,-0.8693552,4.9288273,3.107017,4.6470165,-0.31074086,7.840864,-0.9060804,0.7398434933185877,0.7835273774898966,0.7920241509555153,0.5785573697541451,0.3128305777198241,0.6188273585325257,0.0,0.6922412838929862,0.900092671574796,False,False,False,False,False,False,False,False,False
2018-03-09,USSM11800523,3234,24.2,915401494,155329,39721831,223385717,2683841,188807,155773701,1120661792,94156143,31.0,1149,183.0,26.0,201960,14.0,4988511,7679,4588227,2K7xn816oNHJZ0aVqdQsha,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,Softcore,86,206280,False,0.575,0.568,9,-5.509,0,0.03,0.0484,0.000417,0.286,0.37,93.986,4,alt-rock,2285.3092923448785,3051.1861894266167,4864.769524704209,0.0358545668194282,0.49320215,93.75,1.0191145,-1.166079662993576,0.27867484,0.229844762499487,-120.60604,160.44539,-16.372362,32.835434,-14.12983,23.521965,-2.755431,11.920564,-2.5671382,5.6293383,1.2286386,4.149951,3.7032163,0.7662354019451757,0.8474787713891004,0.7606911636117708,0.5019262565840795,0.5884000583060512,0.6266864893305168,0.5161116404002236,0.6776470410035096,0.8895333383406577,False,False,False,False,False,False,False,False,False
2012-01-01,USSM11300080,809,53.9,2916412507,415650,149359220,1648485745,18338729,1248637,324536571,2911383718,71486828,189.0,61334,39.0,114.0,604895,9.0,384534750,719472,0,2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,I Love You.,Sweater Weather,93,240400,False,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4,alt-rock,2035.555285533864,2488.2776702811657,3967.210343161216,0.0434251575761531,0.45121485,125.0,1.0597738,-0.6965100885053236,0.23236585,0.1920862075595955,-139.20883,175.18666,-26.604027,24.990746,1.8218608,13.422813,-7.642915,1.8502719,1.1172436,3.0575888,3.5831416,0.37431166,2.9425783,0.9517728929212038,0.8796313628056797,0.8228470586073378,0.7724882536121652,0.41621546012674404,0.7807850107491806,0.43883638827026494,0.9376321254849942,0.0,True,False,True,False,False,True,False,True,False
2015-08-07,USAT21502122,1879,33.5,1086861259,228925,44949918,836662907,8009540,1629364,344124487,4201171109,180196685,25.0,105889,97.0,117.0,717998,25.0,0,0,0,0y1QJc3SJVPKJ1OvFmFqe6,KALEO,A/B,Way down We Go,78,213706,False,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,4,alt-rock,1427.1391581800224,1988.075882987548,2833.973691853429,0.0268332279514981,0.4482616,81.52173913,0.9242791,1.8503434770264453,0.24294983,0.2296632128678855,-194.28157,171.06784,-8.011325,33.252464,5.201023,8.449595,-3.349458,-2.7008173,12.570515,-7.359285,1.1566844,0.8783154,0.2239337,0.796533760123768,0.8896437857209007,0.8337279560522153,0.6474858852566615,0.517320875495892,0.7878400482779819,0.6209417935221986,0.0,0.0,False,False,True,False,False,True,False,False,False
1991-09-24,USGF19942501,4510,19.6,2021910364,410054,113406994,348081676,4710499,264172,95247745,720283921,837901,287.0,146813,287.0,256.0,3993523,97.0,691979509,317966,12775440,4CeeEOM32jQcH3eN9Q2dGj,Nirvana,Nevermind (Remastered),Smells Like Teen Spirit,83,301920,False,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,4,alt-rock,3170.0981503976054,3197.8160200306056,6300.920758928572,0.0760182663967279,0.5563102,117.1875,1.0384297,-1.3312057001472617,0.24000758,0.2340766591670506,-79.86658,139.64313,-59.203274,55.082745,-3.4347148,33.460594,-9.608448,17.286251,-5.366031,6.642106,6.816515,1.4407624,5.5239544,0.9072404890235503,0.727051531781059,0.7562674283018838,0.8336859187778206,0.6389505895322083,0.9026289041536345,0.8738224592864677,0.9238588289327414,0.9489185159269845,True,False,False,True,True,True,True,True,True
2011-11-20,USRC11401949,1530,37.6,1690450389,225204,121786733,679433670,4181978,564763,31046688,201004524,213087375,270.0,332763,806.0,113.0,505069,66.0,537982216,824867,11303352,4kbj5MwxO1bq9wjT5g9HaA,WALK THE MOON,TALKING IS HARD,Shut Up and Dance,83,199080,False,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,4,alt-rock,3236.08010115705,3472.1551392269494,6701.687895633281,0.0652615747881015,0.49311656,127.84090909,1.1097322,-0.0512625961180267,0.29271778,0.2356465888427128,-59.43775,136.01453,-44.884563,51.976803,-11.369085,24.739809,-6.1677647,16.362837,-3.995088,8.166142,-1.4013461,8.134001,-0.6299111,0.8677407329748206,0.8847517115257321,0.7429117795455435,0.8583318624964544,0.7552062421718153,0.7749194701650949,0.8013480711285672,0.9503995980167477,0.9418188804519897,True,False,False,True,True,True,True,True,True
2003-01-01,USVT10300001,4030,21.2,1657866786,206953,64036444,339571990,4052894,263920,137323740,1394903550,5268188,275.0,184079,124.0,86.0,972676,110.0,912422054,566339,10108433,3dPQuX8Gs42Y7b454ybpMR,The White Stripes,Elephant,Seven Nation Army,84,232106,False,0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,4,alt-rock,2169.6090903629947,2696.181692454521,4352.148247322298,0.0432547183993485,0.59986246,125.0,1.0983534,-0.7226438334141049,0.15176244,0.1846762621120476,-221.19646,132.15863,-15.257658,65.3939,15.849601,22.350805,7.7250967,12.464758,13.337744,7.947932,6.9306107,0.05299614,2.2588923,0.8404345379601049,0.7760049445226848,0.7688746640688371,0.8386303490857228,0.5447775805106281,0.7706111802304443,0.8975621488569164,0.950267393705931,0.9353395211200883,True,False,False,True,False,True,True,True,True
1999-06-08,USWB19900690,3730,22.2,1405353677,276377,115315508,1518596886,7781636,52722,16291854,226008149,595631730,2.0,49257,79.0,268.0,1064069,30.0,582410010,217517,0,48UPSzbZjgc449aqz8bxox,Red Hot Chili Peppers,Californication (Deluxe Edition),Californication,82,329733,False,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,4,alt-rock,2461.1378923948328,2733.380366285825,5107.686804221059,0.0508666692896428,0.5178949,96.98275862,0.93905747,1.996186422317856,0.33228305,0.1831736023374464,-92.06671,156.70119,-48.457455,58.186134,-1.4132326,32.83846,1.4024994,3.5840514,6.15935,3.2000515,4.6369514,-3.8504558,7.9868836,0.8607784442664204,0.9274287180704053,0.6839984286613437,0.463523689916603,0.4944231045567,0.8689212945202233,0.6544637793268568,0.9067185406167131,0.0,True,True,False,False,False,True,False,True,False
2004-01-01,USIR20400274,3346,23.7,2174022106,326294,118562432,183968852,1687112,95566,41707356,294739225,3411865,293.0,210197,217.0,117.0,1001045,51.0,782100080,350688,8538303,003vvx7Niy0yvhvHt4a68B,The Killers,Hot Fuss,Mr. Brightside,86,222973,False,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,4,alt-rock,3413.573643301486,3985.677269902723,7630.676772943981,0.0666363881853396,0.4816625,148.02631579,0.9965789,3.2978452764265622,0.3019251,0.2787988955567436,-40.79222,136.0896,-29.128036,41.36691,-8.494509,31.723516,-17.237465,15.693931,-11.298987,15.49491,-8.380459,10.677887,-5.35573,0.9054911194483238,0.7483167304353698,0.7126154326583213,0.8479296491077299,0.6075313975385118,0.7972827822066895,0.7530447095803936,0.9301593627280126,0.9255500914628845,True,False,False,True,False,True,True,True,False
2006-05-09,USWB10601591,4442,19.8,1070374387,203821,38556891,710124074,3609104,506663,44842411,835564684,31925912,22.0,31,31.0,56.0,784912,26.0,667293971,198268,0,2aibwv5hGXSgw7Yru8IYTO,Red Hot Chili Peppers,Stadium Arcadium,Snow (Hey Oh),80,334666,False,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,4,alt-rock,3201.7317896357545,3519.7547893874294,6896.449682068504,0.0655419732245177,0.49021792,106.13207547,1.068243,-0.6639552666106816,0.10911563,0.208489698271523,-168.57474,134.69818,-34.854477,59.00834,-4.963013,35.133095,-6.7751737,5.380768,-5.161054,6.0871477,-3.1851559,0.55971026,1.3395064,0.7859188145418152,0.8307330934579722,0.7621507332055939,0.3507334814511859,0.39103822214978007,0.7286453499467793,0.6281345045644613,0.9068277429476296,0.0,False,False,False,False,False,False,False,True,False
2015-03-17,USUM71502643,4445,19.8,785571181,131703,26404041,492974141,3162813,36859,9348443,74904030,17622437,96.0,89938,279.0,30.0,100159,22.0,0,0,9672381,0fYVliAYKHuPmECRs1pbRf,X Ambassadors,VHS,Renegades,76,195200,False,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,4,alt-rock,1863.408230726007,2462.519101499209,3956.3075373993097,0.0334320277395336,0.5658978,181.4516129,1.0262185,-1.2839078151987162,0.29453588,0.2077303218519703,-122.26112,169.51154,-27.017487,48.73853,5.9433274,19.027964,3.8983676,3.6252835,1.5400314,1.8901997,4.6048703,2.7978146,2.3262925,0.7255835066863202,0.8096217192245613,0.6558423755219824,0.7372736220552045,0.635772075659712,0.6184794810126852,0.597575725365044,0.0,0.9327823517491847,False,False,False,False,True,False,False,False,True
2011-12-19,USUM71119189,4359,20.1,836267192,170098,45773811,128528493,1373771,73977,35831404,271659950,3811884,39.0,70432,655.0,16.0,51359,17.0,429528547,391142,5673327,2iUmqdfGZcHIhS3b9E9EWq,Neon Trees,Picture Show,Everybody Talks,80,177280,False,0.471,0.924,8,-3.906,1,0.0586,0.00301,0.0,0.313,0.725,154.961,4,alt-rock,3122.7959076868005,3091.6402273065723,6250.644329896907,0.0754265213961962,0.40505394,156.25,1.0279732,-0.5056719091876077,0.26242208,0.2380442598998679,-75.82215,146.5371,-60.147583,44.565067,-18.267332,29.026335,-15.325834,5.065177,1.2780927,5.0095334,5.6462708,1.011673,7.3236403,0.7645695693973581,0.7459230102176677,0.7040528120179632,0.6642788848226004,0.7318320999119932,0.5485370845207204,0.5508592524345025,0.9194525156062408,0.9018439102610625,False,False,False,False,True,False,False,True,False
2020-04-10,USRC11902726,2264,30.1,457933102,152115,30405327,161335622,1716915,186563,88889806,521061584,65074,29.0,24933,0.0,28.0,129502,21.0,10975089,6534,1670342,5ruzrDWcT0vuJIOMW7gMnW,The Strokes,The New Abnormal,The Adults Are Talking,79,309053,False,0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,4,alt-rock,2924.91499124236,3480.921849123154,6438.057805738718,0.0481014549097637,0.50920373,165.44117647,1.151206,-15.615327225839682,0.28220928,0.1586594386752121,-113.08689,135.83904,-18.174917,57.45932,-1.71446,30.81957,-3.8655038,14.362038,0.43639216,7.163666,-0.16416246,4.3351507,0.5580238,0.6984073279305381,0.6376706329622329,0.7439697116739905,0.6065102920076362,0.0,0.6201223578639493,0.5891039207841037,0.6911248977105455,0.8309348668971223,False,False,False,False,False,False,False,False,False
2022-10-14,GBK3W2202321,2506,28.3,350348521,48286,23268627,63111604,494666,117002,112061372,793536731,2197815,32.0,27952,5.0,5.0,224543,16.0,1164726,818,508585,1fDFHXcykq4iw8Gg7s5hG9,The 1975,Being Funny In A Foreign Language,About You,73,326490,False,0.416,0.762,2,-7.385,1,0.0279,0.312,0.804,0.0559,0.461,95.967,4,alt-rock,2310.9459904565656,3121.2892338112474,4751.336711398981,0.0413133987131632,0.49462354,95.33898305,0.9803882,-0.6945546820560761,0.25720704,0.2741276166296956,-93.80798,167.29048,-26.332397,28.306767,-13.487587,27.848255,-11.097952,10.893947,-3.9561117,4.805416,-3.219842,-1.0147083,-0.4341051,0.6099411639141189,0.712449817388361,0.7418214267402355,0.6174892577578889,0.20216382812117012,0.5021045865425091,0.539965760608685,0.5660340473574551,0.761974164398064,False,False,False,False,False,False,False,False,False
2014-01-28,USUM71400108,4344,20.2,663939688,87146,28385073,462058635,4042516,173337,25471805,215796397,2264375,47.0,18975,114.0,8.0,16394,15.0,414961857,257712,5432642,7lGKEWMXVWWTt3X71Bv44I,X Ambassadors,VHS,Unsteady,74,193546,False,0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055,4,alt-rock,2030.8560183769048,2603.529032273168,4352.124061367167,0.0381238924537156,0.43752673,117.1875,1.0702558,-0.9310648451165032,0.28592294,0.1801559240448023,-156.66418,142.19415,-11.60311,38.593266,-6.2942367,15.939991,3.9328825,3.7744005,0.19066805,3.6155457,-2.9554777,1.517408,2.8445494,0.6942741717659501,0.7551457415445563,0.7153596383989138,0.6309343286107408,0.5353696518530592,0.46214007842796556,0.5284116642327801,0.9043499447314579,0.8993299665703804,False,False,False,False,False,False,False,True,False
2018-07-13,US8391800158,2033,32.0,542480898,81834,23568889,435065136,3809205,236600,53371812,401544074,45869358,96.0,125323,66.0,28.0,129538,46.0,239193666,181681,10103507,6Up545NUflOiXo8cEraH49,Lauren Daigle,Look Up Child,You Say,75,274693,False,0.494,0.632,5,-6.89,1,0.0342,0.682,0.0,0.0869,0.0797,147.873,4,alt-rock,1940.0527929312184,2616.795758557939,3935.2605299584734,0.037353679769379,0.37309614,148.02631579,0.88459736,0.0919434750480057,0.2238476,0.2460996993958812,-157.01357,172.07523,-4.5231867,26.337465,-11.571597,20.963676,-7.064617,1.8160048,-4.5204434,-1.4571649,-4.369633,-1.6762627,0.70679265,0.6701564865051287,0.8373247263440985,0.7392884741686622,0.7490573985518261,0.4744145464877212,0.6201302553193052,0.7337773848109568,0.8791170326732364,0.9353112540090824,False,False,False,False,False,False,False,True,True
2008-01-01,AUEI10800039,3476,23.2,923637058,248136,72561268,326484288,2513872,729463,158541861,1346152082,31766857,180.0,62766,111.0,88.0,480807,62.0,366981662,229532,9554869,5r5cp9IpziiIsR6b93vcnQ,Empire of the Sun,Walking On A Dream (10th Anniversary Edition),Walking On A Dream,79,198440,False,0.871,0.701,5,-5.594,0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,4,alt-rock,2701.334704029427,3477.3824026352527,5957.370362326963,0.0453322468895365,0.4945346,127.84090909,1.146398,-4.162748232856469,0.17143646,0.124964436686334,-179.6887,135.3485,13.13604,50.23743,-1.1047988,25.76093,-8.244325,5.794842,-2.7091951,-7.067236,-8.110542,0.4724209,-9.250115,0.8054251053345419,0.8197513681711961,0.7925329974453714,0.7697848816703,0.532387193252792,0.7525195548468123,0.7896161079904438,0.8974281329592524,0.9320734836073398,False,False,False,False,False,False,True,True,True
2008-06-12,USSM10801605,4334,20.2,968810827,177742,38261812,336220628,2996719,14336,5321733,47328081,37161945,22.0,67246,5.0,22.0,477009,44.0,793391919,335263,3522400,6TfBA04WJ3X1d1wXhaCFVT,The Offspring,"Rise And Fall, Rage And Grace","You're Gonna Go Far, Kid",81,177826,True,0.55,0.917,0,-3.159,1,0.0638,0.00428,0.0,0.197,0.601,126.115,4,alt-rock,3375.7249842220235,3283.1576569025056,6854.578638444963,0.0808097723820853,0.4874233,125.0,1.0747895,-1.7060014699025494,0.26711082,0.2266344723047023,-62.276417,137.87401,-55.6529,57.07711,-16.340437,24.476505,-8.286239,10.22976,6.2277718,8.345741,3.2730443,5.844599,6.621525,0.7722736669576593,0.8264535944989637,0.622363375595145,0.6224588060778667,0.20216382812117012,0.6375046823976998,0.7254898085883774,0.9289661942788259,0.87420320018829,False,False,False,False,False,False,False,True,False
2019-03-28,DEUM71900524,4296,20.3,460008347,82329,13735008,370078966,3950188,19061,2409531,46078194,4657006,43.0,6949,12.0,38.0,255480,23.0,8786361,5083,1215795,2bPGTMB5sFfFYQ2YvSmup0,Rammstein,Rammstein,Deutschland,77,322339,False,0.521,0.895,7,-5.242,1,0.0442,5.54e-05,0.349,0.0985,0.237,120.117,4,alt-rock,2017.7801172719653,2268.506897411484,3902.785409758408,0.0446350126569161,0.5165284,119.68085106,0.8595724,-0.0974370937617842,0.17947844,0.2210631418764696,-175.22592,158.71677,-17.629656,30.224728,3.6396506,14.959275,1.3224248,7.1693764,0.21448417,3.2824106,-1.7050302,0.897929,0.1912986,0.6404589245998527,0.7729988039911682,0.6176864259374988,0.5889419752129621,0.2894026737108652,0.6645605196575388,0.6056869163627389,0.6771771392172786,0.81251499716509,False,False,False,False,False,False,False,False,False
2015-10-30,USSM11506747,2627,27.5,1435372572,239555,84147867,450121249,5511534,252108,196480803,1122697302,8013039,47.0,81,0.0,24.0,84882,3.0,32313966,41491,3422693,5E30LdtzQTGqRvNd7l6kG5,The Neighbourhood,Wiped Out!,Daddy Issues,87,260173,False,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,4,alternative,1255.9310728859164,2004.69123370974,2433.896401656701,0.0183416067851062,0.59999317,85.22727273,1.0504265,-1.1940393583557545,0.27853018,0.207816810481182,-189.9023,172.09836,4.459617,29.284239,7.943571,9.859941,0.7655575,6.025431,7.282867,8.27139,11.101128,3.214744,7.6114697,0.8479039388819182,0.7936777768583766,0.7701115841176331,0.4375677589113548,0.0,0.5955288915288691,0.26420583211639004,0.780368261596818,0.8725379773823745,True,False,False,False,False,False,False,False,False
2021-09-16,US23A1540104,610,61.3,428189728,95507,22395876,84966187,868089,5406735,1021159104,11653604916,98142716,100.0,22558,122.0,24.0,101103,33.0,6960206,6180,5024951,09gysnJpfQ3ublBmJDfcEC,Amaarae;Kali Uchis;Moliy,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),79,204763,True,0.87,0.523,1,-8.052,0,0.0602,0.433,2.07e-05,0.113,0.319,110.02,4,alternative,2926.711930191317,3513.1762258642,6458.201416727406,0.0501179470712073,0.41326082,110.29411765,1.2942132,-1.3994922143820585,0.20478818,0.1557585872791856,-172.99402,126.052284,-2.928741,45.654205,-9.639936,20.073235,-14.351899,10.856575,-10.394368,-1.9158535,-1.1019722,-1.5785041,-7.241906,0.6605685052125024,0.8269945091218276,0.8863405610911695,0.6910862956055929,0.5429577058833832,0.6004977280580116,0.67206867666688,0.6782457860011797,0.8948060506767747,False,False,True,False,False,False,False,False,False
2018-03-09,USSM11800523,3234,24.2,915401494,155329,39721831,223385717,2683841,188807,155773701,1120661792,94156143,31.0,1149,183.0,26.0,201960,14.0,4988511,7679,4588227,2K7xn816oNHJZ0aVqdQsha,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,Softcore,86,206280,False,0.575,0.568,9,-5.509,0,0.03,0.0484,0.000417,0.286,0.37,93.986,4,alternative,2285.3092923448785,3051.1861894266167,4864.769524704209,0.0358545668194282,0.49320215,93.75,1.0191145,-1.166079662993576,0.27867484,0.229844762499487,-120.60604,160.44539,-16.372362,32.835434,-14.12983,23.521965,-2.755431,11.920564,-2.5671382,5.6293383,1.2286386,4.149951,3.7032163,0.7662354019451757,0.8474787713891004,0.7606911636117708,0.5019262565840795,0.5884000583060512,0.6266864893305168,0.5161116404002236,0.6776470410035096,0.8895333383406577,False,False,False,False,False,False,False,False,False
2012-01-01,USSM11300080,809,53.9,2916412507,415650,149359220,1648485745,18338729,1248637,324536571,2911383718,71486828,189.0,61334,39.0,114.0,604895,9.0,384534750,719472,0,2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,I Love You.,Sweater Weather,93,240400,False,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4,alternative,2035.555285533864,2488.2776702811657,3967.210343161216,0.0434251575761531,0.45121485,125.0,1.0597738,-0.6965100885053236,0.23236585,0.1920862075595955,-139.20883,175.18666,-26.604027,24.990746,1.8218608,13.422813,-7.642915,1.8502719,1.1172436,3.0575888,3.5831416,0.37431166,2.9425783,0.9517728929212038,0.8796313628056797,0.8228470586073378,0.7724882536121652,0.41621546012674404,0.7807850107491806,0.43883638827026494,0.9376321254849942,0.0,True,False,True,False,False,True,False,True,False
2021-08-13,USAT22103652,206,106.2,1128273165,193857,61311826,499895662,6801671,2167302,1127247971,12414681151,3366280433,209.0,470778,1509.0,79.0,4946332,45.0,154675499,105068,7565502,4fouWK6XVHhzl78KzQ1UjL,GAYLE,abcdefu,abcdefu,86,168601,True,0.695,0.54,4,-5.692,1,0.0493,0.299,0.0,0.367,0.415,121.932,4,alternative,3574.835848271978,3842.675883338599,7886.968218218218,0.073878794158742,0.44556057,122.2826087,1.1082137,0.0427585237191988,0.20439225,0.2112792118236393,-103.24155,126.34768,-24.722998,44.083057,-13.738806,30.62782,-12.315013,17.062338,-7.6738477,4.6720037,0.64203084,3.2696707,1.0967195,0.8078310820918172,0.9645227858625496,0.8684764057316564,0.8521410446551494,0.8258987553600763,0.8097056610859524,0.729678641423239,0.8498801637278265,0.9185352217744532,False,True,True,True,True,True,False,False,False
2020-03-13,QMJMT2002693,2923,25.8,609716786,136864,31328182,280056,4102,182019,153184031,1195714328,0,57.0,2436,1626.0,22.0,24028,18.0,42232240,43579,3251229,07MDkzWARZaLEdKxo6yArG,THE ANXIETY;WILLOW;Tyler Cole,THE ANXIETY,Meet Me At Our Spot,81,162680,True,0.773,0.47,2,-7.93,1,0.0299,0.0153,0.000193,0.0851,0.399,94.995,4,alternative,1903.393417911332,2821.3708495622463,4183.2303004721,0.0251670548754999,0.531448,95.33898305,1.0899953,5.724903797098914,0.23942327,0.1580177789714595,-193.32536,140.06656,1.094186,39.122097,8.14104,24.101656,1.3950418,19.475855,4.865538,5.4563355,12.688192,10.263876,6.0552034,0.7176486593520123,0.2048070335729944,0.7604292832761645,0.5717763145382824,0.8343190362571685,0.5525972760689327,0.5611636117297351,0.788497994020867,0.8695575240464302,False,False,False,False,True,False,False,False,False
